age,income,dti,utilization,num_delinq,employment_years,default
42.0,92243.0,0.09,0.408,0,5.7,0
43.0,38974.0,0.399,0.316,1,2.2,1
58.0,201717.0,0.056,0.567,0,0.5,0
55.0,59765.0,0.098,0.729,0,18.9,1
18.0,18099.0,0.14,0.503,0,7.3,0
36.0,65554.0,0.179,0.406,0,5.7,0
38.0,37800.0,0.284,0.107,1,8.6,0
19.0,97003.0,0.172,0.173,0,1.2,1
41.0,71252.0,0.202,0.445,0,3.2,1
55.0,40177.0,0.426,0.156,0,4.5,0
27.0,114832.0,0.333,0.434,0,5.4,0
44.0,86658.0,0.312,0.287,0,8.9,0
29.0,35812.0,0.31,0.615,0,6.7,1
32.0,50210.0,0.1,0.353,1,5.5,0
58.0,70155.0,0.231,0.746,0,11.8,1
33.0,45156.0,0.036,0.137,1,2.2,1
46.0,45835.0,0.025,0.211,0,4.8,0
18.0,55180.0,0.296,0.307,1,13.2,1
62.0,31796.0,0.235,0.214,2,2.7,0
47.0,17741.0,0.01,0.41,0,13.4,1
38.0,61057.0,0.14,0.8,0,5.8,1
47.0,20041.0,0.346,0.179,0,9.0,1
23.0,32974.0,0.471,0.34,0,4.0,1
54.0,22342.0,0.373,0.422,0,13.0,1
36.0,23760.0,0.323,0.475,0,11.5,1
38.0,67049.0,0.251,0.505,0,1.6,0
34.0,48477.0,0.314,0.631,0,3.5,1
33.0,47610.0,0.048,0.072,3,5.8,0
48.0,28059.0,0.331,0.083,0,5.8,1
43.0,39030.0,0.187,0.909,1,11.3,1
48.0,65397.0,0.387,0.499,0,3.8,1
40.0,52784.0,0.453,0.241,0,6.9,1
46.0,81743.0,0.318,0.09,1,6.8,1
35.0,87776.0,0.501,0.63,0,14.0,1
67.0,47757.0,0.318,0.502,0,4.9,0
21.0,21458.0,0.069,0.459,1,5.4,1
55.0,37111.0,0.355,0.619,1,8.5,0
56.0,51594.0,0.223,0.506,0,1.6,1
30.0,36745.0,0.44,0.748,0,14.2,1
67.0,31974.0,0.055,0.15,0,3.5,0
52.0,56099.0,0.042,0.437,1,1.3,1
52.0,182618.0,0.137,0.54,1,22.7,0
40.0,42443.0,0.069,0.38,0,14.8,1
37.0,54100.0,0.42,0.412,0,6.1,0
37.0,28113.0,0.41,0.582,0,9.5,1
45.0,100881.0,0.144,0.93,0,1.2,1
57.0,83899.0,0.409,0.405,0,2.8,1
42.0,81054.0,0.069,0.464,0,3.6,0
29.0,106927.0,0.477,0.489,1,2.7,1
50.0,43754.0,0.355,0.814,1,9.1,1
51.0,46574.0,0.464,0.655,1,2.2,1
48.0,127381.0,0.235,0.372,0,9.6,0
49.0,74337.0,0.046,0.283,1,7.2,0
37.0,17861.0,0.262,0.515,0,7.0,1
29.0,68010.0,0.164,0.384,0,6.6,0
30.0,40504.0,0.237,0.244,1,5.4,1
20.0,84888.0,0.348,0.407,0,10.0,0
43.0,66443.0,0.479,0.646,2,1.6,1
39.0,22691.0,0.13,0.049,0,6.7,0
35.0,61971.0,0.46,0.316,0,3.3,1
18.0,60193.0,0.097,0.366,0,6.2,0
25.0,64973.0,0.252,0.285,0,7.4,1
53.0,72241.0,0.316,0.448,1,7.4,0
32.0,114460.0,0.022,0.159,1,9.5,1
44.0,66632.0,0.571,0.479,0,6.1,1
23.0,54800.0,0.432,0.595,0,8.9,1
57.0,96181.0,0.225,0.751,1,3.5,1
38.0,166270.0,0.314,0.27,0,5.4,0
43.0,85608.0,0.391,0.228,0,7.9,0
68.0,60060.0,0.144,0.295,0,6.5,0
58.0,67256.0,0.051,0.737,1,12.2,1
36.0,61576.0,0.429,0.593,0,0.6,0
33.0,54680.0,0.357,0.517,0,1.7,1
36.0,159945.0,0.159,0.067,0,1.1,0
46.0,37252.0,0.19,0.554,1,8.4,1
39.0,96515.0,0.252,0.594,0,10.4,1
35.0,50872.0,0.347,0.451,0,4.2,1
58.0,25843.0,0.288,0.726,0,8.4,1
39.0,49308.0,0.023,0.42,0,3.3,0
68.0,41217.0,0.121,0.353,0,5.8,1
41.0,72315.0,0.284,0.307,1,6.2,1
61.0,56707.0,0.256,0.406,0,3.2,1
44.0,32500.0,0.169,0.412,1,4.2,1
52.0,113041.0,0.185,0.342,1,4.9,1
31.0,93439.0,0.023,0.767,0,4.6,1
30.0,119734.0,0.652,0.671,0,4.1,1
46.0,60991.0,0.366,0.718,0,5.2,0
52.0,53217.0,0.304,0.442,1,10.5,1
40.0,77017.0,0.378,0.125,0,12.4,1
25.0,40589.0,0.34,0.722,0,2.4,1
24.0,57817.0,0.169,0.127,2,6.5,1
23.0,49621.0,0.061,0.599,2,9.7,1
19.0,26095.0,0.109,0.162,0,16.7,0
41.0,57741.0,0.035,0.696,1,2.8,1
54.0,43457.0,0.387,0.43,1,5.7,1
40.0,47989.0,0.507,0.349,0,7.1,0
18.0,64984.0,0.358,0.209,1,7.2,1
38.0,102362.0,0.125,0.403,0,6.5,0
38.0,35441.0,0.377,0.438,1,5.7,1
65.0,45785.0,0.286,0.188,1,2.1,0
23.0,36955.0,0.448,0.469,0,4.7,1
35.0,35772.0,0.602,0.462,0,12.1,1
60.0,40244.0,0.193,0.567,2,10.5,0
45.0,49108.0,0.085,0.389,0,2.3,1
47.0,72616.0,0.265,0.476,0,0.5,1
41.0,63591.0,0.212,0.5,2,11.8,1
44.0,31939.0,0.162,0.21,1,2.4,0
49.0,103474.0,0.231,0.507,0,7.1,1
30.0,86873.0,0.336,0.596,0,9.1,1
51.0,34524.0,0.046,0.622,0,4.6,0
24.0,99913.0,0.234,0.305,1,7.4,1
44.0,63797.0,0.332,0.519,1,7.2,0
42.0,50100.0,0.489,0.743,1,3.8,1
33.0,64799.0,0.242,0.115,1,4.5,1
40.0,53483.0,0.232,0.367,1,8.4,0
33.0,71150.0,0.166,0.393,0,2.4,1
27.0,59496.0,0.017,0.21,0,8.4,1
36.0,45766.0,0.07,0.383,2,4.3,0
27.0,19675.0,0.425,0.575,0,6.3,1
44.0,70516.0,0.339,0.292,0,1.9,0
26.0,44944.0,0.1,0.519,2,3.2,1
49.0,79935.0,0.278,0.542,0,9.6,0
26.0,68929.0,0.194,0.705,0,15.3,0
33.0,45532.0,0.012,0.405,1,11.9,0
33.0,90354.0,0.212,0.771,1,4.5,1
56.0,60019.0,0.362,0.14,0,3.6,1
44.0,58796.0,0.316,0.396,3,6.7,0
37.0,50561.0,0.511,0.269,1,5.9,1
46.0,125716.0,0.195,0.651,0,0.4,1
18.0,37925.0,0.282,0.054,0,6.9,0
39.0,46104.0,0.233,0.691,1,2.1,1
64.0,29183.0,0.19,0.294,0,1.0,1
42.0,77914.0,0.104,0.231,0,3.2,0
41.0,40495.0,0.225,0.802,1,7.5,0
47.0,42829.0,0.309,0.676,2,3.8,1
51.0,41837.0,0.48,0.236,1,7.1,0
18.0,55902.0,0.294,0.654,0,6.6,1
20.0,28988.0,0.545,0.222,0,3.5,1
43.0,17648.0,0.254,0.367,0,14.6,0
31.0,68108.0,0.362,0.399,0,1.3,0
56.0,18830.0,0.184,0.381,0,2.3,0
36.0,83039.0,0.157,0.282,0,3.1,0
18.0,118097.0,0.518,0.793,1,1.6,1
25.0,49906.0,0.241,0.427,0,4.6,0
18.0,103751.0,0.106,0.385,1,3.4,1
37.0,53523.0,0.565,0.385,0,4.9,0
38.0,120526.0,0.254,0.192,0,2.4,1
35.0,43126.0,0.212,0.497,0,5.1,1
53.0,16607.0,0.058,0.162,0,6.0,0
54.0,52054.0,0.354,0.619,1,8.2,1
38.0,127259.0,0.462,0.261,2,5.5,1
18.0,70791.0,0.403,0.77,2,4.8,0
47.0,41871.0,0.304,0.369,1,9.6,1
47.0,63860.0,0.218,0.333,0,9.8,1
44.0,88041.0,0.299,0.169,1,10.9,1
52.0,51906.0,0.194,0.459,1,5.2,1
26.0,201430.0,0.274,0.717,0,11.3,0
64.0,41827.0,0.337,0.314,0,1.8,1
28.0,89434.0,0.308,0.713,1,5.5,1
49.0,79298.0,0.372,0.72,0,14.2,1
20.0,38181.0,0.086,0.677,0,1.2,0
29.0,43817.0,0.045,0.49,0,3.8,1
58.0,90134.0,0.451,0.058,1,3.3,1
37.0,58244.0,0.516,0.104,1,11.2,0
50.0,64154.0,0.309,0.052,0,7.8,1
43.0,23909.0,0.236,0.45,0,7.1,1
39.0,75207.0,0.315,0.119,0,5.2,0
56.0,62545.0,0.352,0.147,0,7.9,1
37.0,52473.0,0.393,0.241,1,2.3,0
19.0,64890.0,0.171,0.717,0,4.1,1
30.0,44152.0,0.211,0.31,0,5.1,0
47.0,40298.0,0.237,0.047,1,11.4,0
45.0,48005.0,0.53,0.417,0,6.9,1
21.0,42955.0,0.467,0.613,2,9.6,1
31.0,161178.0,0.27,0.363,1,14.2,0
33.0,85471.0,0.195,0.605,0,1.4,1
36.0,33382.0,0.105,0.833,1,7.4,1
23.0,149964.0,0.41,0.616,1,3.2,1
32.0,43633.0,0.052,0.628,0,10.2,1
31.0,54980.0,0.564,0.467,0,2.1,0
49.0,84856.0,0.325,0.25,1,5.3,0
50.0,20232.0,0.445,0.475,0,1.7,1
38.0,48122.0,0.448,0.537,0,6.8,0
35.0,40674.0,0.509,0.369,1,2.4,1
42.0,60026.0,0.219,0.751,1,5.5,0
30.0,65188.0,0.249,0.851,0,11.9,1
26.0,52123.0,0.427,0.312,0,5.1,0
29.0,50928.0,0.318,0.341,1,1.8,1
32.0,92278.0,0.307,0.149,0,3.2,1
26.0,62991.0,0.088,0.405,0,3.5,1
42.0,55310.0,0.273,0.358,0,14.8,0
49.0,58334.0,0.045,0.568,1,8.8,1
21.0,135665.0,0.056,0.561,0,9.0,0
40.0,59062.0,0.408,0.366,0,4.9,1
37.0,41889.0,0.278,0.776,0,1.9,1
44.0,20858.0,0.315,0.741,1,4.8,1
40.0,26451.0,0.33,0.667,0,2.3,1
23.0,42894.0,0.488,0.526,0,1.2,1
25.0,51319.0,0.24,0.06,0,3.8,1
40.0,41035.0,0.151,0.678,2,11.3,1
52.0,64574.0,0.414,0.663,1,4.2,1
18.0,40772.0,0.096,0.447,2,5.5,1
44.0,34295.0,0.366,0.594,1,3.1,1
54.0,73594.0,0.183,0.173,1,5.8,1
38.0,107441.0,0.147,0.15,0,3.9,1
47.0,31145.0,0.321,0.688,0,2.7,1
32.0,61197.0,0.232,0.148,0,5.4,0
39.0,20900.0,0.125,0.277,1,2.8,0
21.0,25919.0,0.148,0.195,0,2.3,0
18.0,40361.0,0.257,0.79,0,1.6,1
51.0,95555.0,0.59,0.205,2,20.6,0
28.0,36704.0,0.182,0.466,1,5.1,1
35.0,36024.0,0.26,0.906,2,2.9,1
23.0,55163.0,0.295,0.282,0,7.8,1
23.0,55190.0,0.157,0.392,0,23.4,1
38.0,36586.0,0.413,0.391,0,4.3,1
31.0,146256.0,0.236,0.238,1,6.3,0
45.0,47445.0,0.252,0.59,0,8.6,0
45.0,57342.0,0.41,0.322,0,11.2,1
44.0,44316.0,0.248,0.799,0,4.0,0
43.0,67507.0,0.538,0.38,0,6.9,1
59.0,100456.0,0.313,0.204,0,3.6,1
27.0,124471.0,0.347,0.396,0,7.2,1
39.0,37007.0,0.622,0.096,1,4.2,1
54.0,93939.0,0.569,0.677,1,24.1,1
55.0,71313.0,0.035,0.28,0,4.5,0
23.0,88192.0,0.281,0.343,0,11.0,1
36.0,51744.0,0.333,0.587,0,1.3,1
56.0,49339.0,0.013,0.412,1,10.2,1
46.0,86496.0,0.076,0.368,0,7.0,1
42.0,87321.0,0.101,0.413,0,5.7,1
37.0,118523.0,0.086,0.171,0,6.3,0
35.0,59831.0,0.289,0.893,0,4.2,0
43.0,51356.0,0.273,0.493,1,3.6,1
37.0,15837.0,0.371,0.21,0,4.9,1
39.0,24206.0,0.26,0.297,0,13.7,1
41.0,44484.0,0.158,0.755,0,2.0,1
32.0,31240.0,0.352,0.654,2,1.2,1
46.0,81395.0,0.281,0.156,0,1.6,0
75.0,28141.0,0.235,0.215,1,13.7,1
19.0,42165.0,0.44,0.201,0,8.3,0
44.0,43001.0,0.185,0.414,0,7.1,1
31.0,98950.0,0.21,0.211,0,4.7,0
47.0,39970.0,0.255,0.52,0,6.1,0
41.0,67928.0,0.234,0.226,0,5.6,0
49.0,59746.0,0.399,0.218,2,2.5,0
54.0,85105.0,0.165,0.447,0,8.8,0
42.0,82877.0,0.492,0.454,1,2.2,0
54.0,53278.0,0.235,0.296,0,7.1,1
18.0,23199.0,0.489,0.401,0,5.5,0
59.0,48249.0,0.075,0.135,0,5.4,0
45.0,53638.0,0.391,0.165,0,5.9,1
53.0,62505.0,0.4,0.452,1,4.7,0
25.0,37467.0,0.23,0.548,0,2.1,0
30.0,95841.0,0.082,0.306,1,4.2,0
42.0,54547.0,0.224,0.436,0,8.7,1
40.0,34192.0,0.386,0.823,0,6.1,1
43.0,43083.0,0.2,0.501,0,7.5,1
53.0,142098.0,0.122,0.21,1,10.0,1
19.0,75523.0,0.248,0.172,0,8.4,0
52.0,91512.0,0.425,0.431,0,13.2,1
40.0,32183.0,0.059,0.651,0,4.4,1
38.0,38391.0,0.153,0.263,0,2.7,1
22.0,38534.0,0.305,0.579,0,6.3,1
46.0,59409.0,0.127,0.497,0,8.2,1
18.0,49662.0,0.268,0.846,0,4.9,1
48.0,42415.0,0.646,0.189,0,2.4,1
22.0,45160.0,0.69,0.174,0,3.3,1
41.0,36424.0,0.346,0.454,0,3.5,1
39.0,49517.0,0.254,0.744,0,6.5,0
54.0,94524.0,0.492,0.37,0,10.8,1
38.0,25424.0,0.252,0.368,1,5.4,1
32.0,64424.0,0.299,0.262,0,1.6,1
34.0,108017.0,0.02,0.619,0,10.1,0
55.0,49435.0,0.488,0.257,0,3.4,1
46.0,41588.0,0.164,0.604,1,8.2,1
35.0,86001.0,0.483,0.688,0,6.1,1
37.0,33120.0,0.129,0.548,1,6.9,1
21.0,53565.0,0.197,0.343,0,4.9,1
45.0,32211.0,0.16,0.706,0,1.7,1
19.0,21268.0,0.12,0.604,0,13.5,1
49.0,50212.0,0.246,0.345,0,0.8,0
42.0,28805.0,0.466,0.107,0,2.5,1
69.0,53861.0,0.051,0.402,0,5.4,0
27.0,94610.0,0.223,0.312,0,9.6,0
39.0,136917.0,0.336,0.477,0,11.9,0
62.0,56770.0,0.246,0.405,0,1.4,1
54.0,90184.0,0.234,0.549,0,4.8,0
32.0,66137.0,0.351,0.245,0,7.7,1
43.0,44732.0,0.141,0.256,0,3.3,0
40.0,20694.0,0.071,0.42,0,6.9,0
43.0,122179.0,0.48,0.328,1,11.0,1
32.0,32063.0,0.373,0.488,0,13.5,0
39.0,108162.0,0.052,0.36,0,9.0,1
21.0,70856.0,0.107,0.618,1,4.4,0
42.0,33256.0,0.242,0.106,0,5.2,0
45.0,63323.0,0.267,0.492,1,2.8,1
37.0,157386.0,0.065,0.514,0,8.1,1
21.0,116754.0,0.468,0.52,1,4.8,0
52.0,41925.0,0.093,0.352,2,3.3,1
44.0,37949.0,0.062,0.455,1,4.9,1
31.0,56960.0,0.166,0.62,1,2.6,0
37.0,49873.0,0.209,0.229,0,2.7,0
22.0,98703.0,0.398,0.494,0,0.5,0
28.0,78417.0,0.381,0.312,0,5.3,0
34.0,23246.0,0.418,0.522,0,6.3,0
55.0,68141.0,0.243,0.564,0,6.5,1
32.0,49536.0,0.267,0.468,0,1.1,1
48.0,55191.0,0.271,0.392,1,4.0,1
34.0,61357.0,0.223,0.337,2,6.4,1
43.0,98653.0,0.137,0.225,1,5.7,0
38.0,88335.0,0.027,0.713,0,12.2,0
50.0,37240.0,0.495,0.817,1,5.1,1
34.0,52612.0,0.114,0.123,0,4.5,0
21.0,43293.0,0.272,0.232,0,3.9,1
23.0,23367.0,0.25,0.512,1,5.4,0
34.0,51293.0,0.253,0.256,0,9.9,0
25.0,136268.0,0.184,0.495,1,3.8,0
45.0,23017.0,0.315,0.541,0,5.9,1
34.0,53528.0,0.489,0.11,2,8.0,1
68.0,52677.0,0.346,0.905,1,1.6,1
19.0,62559.0,0.362,0.462,0,2.9,1
42.0,33478.0,0.075,0.182,0,3.2,1
26.0,26568.0,0.527,0.286,1,2.3,1
34.0,27193.0,0.309,0.217,0,3.5,0
42.0,105395.0,0.406,0.177,0,1.5,0
18.0,33145.0,0.224,0.491,0,8.7,1
43.0,42202.0,0.683,0.446,0,2.8,0
63.0,155176.0,0.326,0.293,0,3.6,0
35.0,37529.0,0.141,0.419,1,3.2,1
43.0,64293.0,0.092,0.455,1,5.2,1
52.0,92218.0,0.045,0.452,2,2.4,1
38.0,90027.0,0.357,0.275,0,10.0,1
33.0,27840.0,0.204,0.3,0,5.8,1
18.0,37923.0,0.408,0.394,0,8.4,1
48.0,63018.0,0.446,0.181,0,11.0,0
39.0,142132.0,0.202,0.218,0,4.2,0
28.0,37021.0,0.078,0.1,1,2.8,1
42.0,42328.0,0.53,0.694,1,8.3,1
33.0,66822.0,0.21,0.378,0,6.4,0
34.0,73853.0,0.416,0.648,2,11.0,1
47.0,76125.0,0.16,0.136,0,3.3,1
24.0,35483.0,0.084,0.324,0,6.4,1
53.0,41522.0,0.307,0.437,1,4.2,1
23.0,60340.0,0.249,0.504,0,7.7,0
32.0,101840.0,0.309,0.478,1,7.0,1
63.0,48087.0,0.137,0.294,0,5.4,0
54.0,53576.0,0.173,0.326,0,2.6,1
41.0,32436.0,0.552,0.701,1,2.9,1
29.0,137532.0,0.528,0.406,0,3.4,1
34.0,58520.0,0.237,0.762,0,10.5,0
41.0,92863.0,0.062,0.403,1,4.0,0
40.0,54992.0,0.175,0.273,0,5.9,0
39.0,56536.0,0.258,0.419,0,9.6,1
40.0,25587.0,0.423,0.436,1,2.6,0
37.0,18483.0,0.228,0.028,1,12.4,1
23.0,101311.0,0.3,0.254,1,5.8,1
34.0,56333.0,0.19,0.213,0,4.3,1
51.0,60067.0,0.14,0.247,0,2.3,0
24.0,29012.0,0.45,0.151,1,12.7,1
38.0,34491.0,0.707,0.568,1,6.4,1
30.0,92148.0,0.528,0.37,0,4.1,0
41.0,129323.0,0.248,0.224,1,5.8,0
35.0,39710.0,0.35,0.412,1,2.9,1
58.0,75792.0,0.071,0.197,0,8.0,1
46.0,59576.0,0.203,0.75,0,6.6,0
24.0,51008.0,0.154,0.185,0,6.7,1
48.0,136760.0,0.336,0.02,0,9.7,0
31.0,43192.0,0.183,0.218,0,3.3,1
33.0,100746.0,0.241,0.221,1,4.0,0
44.0,65559.0,0.263,0.031,0,3.5,0
34.0,53721.0,0.061,0.697,0,8.7,1
51.0,107582.0,0.225,0.625,0,9.7,1
31.0,62634.0,0.108,0.644,1,4.9,1
33.0,51626.0,0.226,0.449,2,1.9,1
32.0,107982.0,0.398,0.124,1,1.8,0
33.0,101177.0,0.184,0.372,1,3.2,0
53.0,98813.0,0.3,0.383,2,4.0,1
48.0,8000.0,0.181,0.434,0,2.5,1
61.0,67514.0,0.062,0.653,1,4.8,1
67.0,60238.0,0.242,0.249,0,3.3,0
28.0,53240.0,0.14,0.63,0,9.4,1
41.0,73489.0,0.116,0.593,0,6.2,1
26.0,61715.0,0.09,0.166,0,12.4,0
31.0,76032.0,0.298,0.405,2,4.6,1
32.0,47383.0,0.513,0.306,0,11.5,0
27.0,114587.0,0.558,0.472,0,5.0,1
27.0,79975.0,0.154,0.816,1,3.4,1
38.0,71059.0,0.118,0.186,0,5.0,1
25.0,69345.0,0.356,0.392,0,3.0,0
50.0,96630.0,0.31,0.129,2,4.4,1
29.0,90296.0,0.283,0.333,1,3.1,1
74.0,51206.0,0.433,0.545,0,3.8,1
35.0,88890.0,0.436,0.428,1,7.6,0
41.0,59102.0,0.233,0.651,0,4.8,1
24.0,141275.0,0.24,0.335,1,3.5,1
60.0,93795.0,0.173,0.177,0,2.1,0
53.0,39624.0,0.131,0.433,0,4.4,1
44.0,173747.0,0.537,0.582,0,7.8,1
24.0,18939.0,0.301,0.198,1,10.9,1
43.0,74509.0,0.218,0.494,0,3.4,0
27.0,38249.0,0.271,0.444,0,8.2,0
58.0,138842.0,0.325,0.522,1,12.0,1
50.0,61476.0,0.204,0.377,1,11.3,1
41.0,36428.0,0.138,0.018,0,8.7,0
18.0,47418.0,0.062,0.397,0,10.9,0
28.0,37912.0,0.177,0.441,1,6.7,1
48.0,46496.0,0.136,0.698,0,13.4,0
55.0,45967.0,0.333,0.728,0,12.5,0
53.0,37213.0,0.264,0.643,2,7.6,1
21.0,62009.0,0.559,0.3,0,6.0,0
44.0,65881.0,0.416,0.517,0,4.4,1
52.0,32920.0,0.16,0.487,1,9.2,0
20.0,23644.0,0.378,0.517,1,1.1,1
40.0,63290.0,0.432,0.525,0,1.4,1
43.0,70683.0,0.282,0.258,0,2.1,1
36.0,78050.0,0.304,0.438,0,4.3,0
18.0,71367.0,0.195,0.198,1,7.4,0
36.0,118938.0,0.132,0.433,1,3.3,0
36.0,89191.0,0.085,0.651,0,4.1,1
38.0,206884.0,0.131,0.619,0,19.2,1
33.0,255333.0,0.106,0.343,0,5.7,0
35.0,22493.0,0.112,0.028,0,21.3,1
40.0,18060.0,0.13,0.464,1,4.1,0
45.0,53977.0,0.131,0.333,0,4.0,1
36.0,69711.0,0.027,0.851,0,14.6,1
35.0,52159.0,0.167,0.799,0,4.0,1
41.0,77018.0,0.147,0.087,0,3.9,0
18.0,47329.0,0.157,0.598,1,1.2,0
46.0,38293.0,0.437,0.523,1,6.2,1
40.0,41297.0,0.177,0.551,0,5.2,1
40.0,49017.0,0.36,0.152,0,3.7,1
52.0,82599.0,0.094,0.244,0,10.1,0
18.0,42473.0,0.318,0.135,0,7.9,0
18.0,46888.0,0.452,0.315,1,3.0,1
43.0,72049.0,0.06,0.127,0,6.6,1
40.0,49050.0,0.365,0.242,0,5.3,1
42.0,94689.0,0.216,0.496,2,8.2,1
34.0,34209.0,0.403,0.716,0,13.5,1
48.0,30694.0,0.351,0.08,1,3.1,1
51.0,63090.0,0.431,0.442,0,3.7,1
46.0,66313.0,0.42,0.187,1,5.6,1
37.0,35155.0,0.204,0.107,2,3.7,0
18.0,106064.0,0.242,0.711,1,8.1,0
49.0,141842.0,0.067,0.236,0,5.0,0
55.0,39580.0,0.247,0.275,0,3.9,0
48.0,113965.0,0.471,0.457,1,6.4,0
29.0,16464.0,0.479,0.247,1,3.8,1
48.0,92786.0,0.258,0.106,2,8.9,1
50.0,35282.0,0.587,0.459,0,3.6,1
59.0,88259.0,0.336,0.43,2,6.9,1
29.0,33502.0,0.129,0.144,0,1.5,1
37.0,52353.0,0.125,0.524,0,8.7,0
49.0,36132.0,0.481,0.248,0,12.8,1
41.0,48682.0,0.056,0.454,0,0.5,0
27.0,135261.0,0.413,0.291,1,3.3,1
45.0,51330.0,0.316,0.077,4,5.6,0
47.0,155617.0,0.145,0.315,0,6.5,1
41.0,44672.0,0.703,0.467,0,8.6,1
43.0,114220.0,0.243,0.23,1,4.3,1
37.0,24032.0,0.199,0.06,1,11.9,1
58.0,46946.0,0.234,0.319,2,6.5,1
29.0,41438.0,0.336,0.197,0,20.7,1
33.0,116874.0,0.525,0.276,0,4.5,1
40.0,59434.0,0.103,0.274,1,11.5,1
51.0,19072.0,0.263,0.337,0,4.2,0
22.0,28140.0,0.303,0.401,1,3.0,1
24.0,32652.0,0.114,0.492,0,4.6,1
18.0,86424.0,0.304,0.723,1,2.7,1
40.0,81024.0,0.19,0.734,0,8.1,1
27.0,46621.0,0.118,0.521,0,7.7,1
35.0,41182.0,0.478,0.441,0,6.4,0
48.0,77512.0,0.427,0.415,0,4.4,0
32.0,30799.0,0.253,0.31,0,2.0,0
43.0,68107.0,0.154,0.713,0,11.5,0
36.0,65268.0,0.245,0.502,0,7.4,1
48.0,47226.0,0.044,0.585,0,5.0,1
46.0,66094.0,0.483,0.65,0,7.2,0
32.0,57014.0,0.112,0.122,0,8.5,0
38.0,69474.0,0.211,0.204,0,11.8,0
53.0,27804.0,0.288,0.872,0,7.4,1
45.0,73663.0,0.586,0.641,0,2.3,1
23.0,90518.0,0.353,0.258,0,2.1,1
48.0,63607.0,0.351,0.548,2,4.3,1
27.0,73175.0,0.487,0.213,0,7.4,1
57.0,51279.0,0.228,0.241,0,10.2,1
52.0,84598.0,0.313,0.37,0,4.1,1
43.0,55973.0,0.227,0.178,2,5.6,0
42.0,30517.0,0.243,0.092,0,2.6,1
37.0,81643.0,0.286,0.241,0,3.1,1
48.0,23931.0,0.22,0.477,0,12.0,0
36.0,62404.0,0.253,0.185,0,12.1,0
43.0,44707.0,0.245,0.269,0,9.9,1
50.0,43301.0,0.309,0.674,1,3.4,1
33.0,59041.0,0.162,0.512,0,8.6,0
33.0,38001.0,0.13,0.304,2,2.8,0
26.0,69990.0,0.135,0.522,0,2.2,1
27.0,55737.0,0.073,0.655,1,7.2,1
18.0,39789.0,0.248,0.139,0,5.7,0
49.0,105777.0,0.19,0.689,0,4.5,1
62.0,60017.0,0.143,0.421,0,2.6,1
57.0,74265.0,0.154,0.557,1,6.3,1
20.0,110006.0,0.202,0.315,0,3.7,1
49.0,109108.0,0.327,0.51,1,5.4,1
57.0,72395.0,0.13,0.576,0,7.0,1
35.0,46568.0,0.256,0.424,0,8.2,1
41.0,26507.0,0.271,0.598,1,10.3,1
18.0,60075.0,0.251,0.538,0,2.1,1
43.0,93647.0,0.373,0.231,1,5.7,1
27.0,64677.0,0.515,0.728,0,9.0,1
42.0,9679.0,0.079,0.577,0,11.8,1
21.0,83703.0,0.552,0.14,0,1.6,0
47.0,86314.0,0.157,0.744,0,4.9,0
52.0,46602.0,0.242,0.283,0,5.0,0
31.0,88803.0,0.08,0.225,0,4.5,0
26.0,74160.0,0.166,0.204,0,6.0,0
18.0,38455.0,0.395,0.505,0,5.4,1
37.0,102299.0,0.311,0.77,0,5.5,1
33.0,28746.0,0.249,0.308,1,3.4,1
21.0,52648.0,0.109,0.373,0,5.0,0
45.0,50086.0,0.3,0.241,0,1.6,0
35.0,35857.0,0.631,0.552,0,4.0,1
27.0,63063.0,0.216,0.724,1,3.4,1
33.0,104316.0,0.246,0.137,0,3.5,0
53.0,101101.0,0.429,0.761,1,8.4,1
47.0,77795.0,0.111,0.621,0,9.6,0
38.0,23203.0,0.493,0.111,0,1.1,1
47.0,27779.0,0.234,0.507,0,2.7,0
26.0,58870.0,0.043,0.408,1,3.9,0
40.0,53257.0,0.272,0.782,0,5.2,1
42.0,42233.0,0.382,0.502,0,2.1,1
34.0,140458.0,0.324,0.135,0,10.4,0
45.0,57121.0,0.576,0.422,1,5.6,1
31.0,71055.0,0.46,0.563,0,5.8,1
46.0,88783.0,0.35,0.479,1,5.9,1
47.0,55686.0,0.285,0.612,0,7.9,1
18.0,197903.0,0.148,0.359,0,3.5,1
54.0,33854.0,0.36,0.749,1,3.0,1
18.0,40013.0,0.381,0.423,0,3.3,1
33.0,33813.0,0.145,0.373,0,11.4,1
52.0,118341.0,0.037,0.285,0,6.6,0
36.0,80906.0,0.373,0.033,0,1.6,0
22.0,41271.0,0.26,0.275,0,2.7,0
27.0,35174.0,0.451,0.815,0,2.4,1
52.0,108277.0,0.483,0.381,0,3.0,0
18.0,64916.0,0.2,0.432,0,0.5,0
54.0,109668.0,0.163,0.576,0,14.1,0
39.0,52571.0,0.182,0.224,1,8.5,1
26.0,69966.0,0.344,0.165,1,20.3,0
33.0,62951.0,0.223,0.24,0,5.1,1
28.0,39654.0,0.134,0.567,1,4.6,1
50.0,50409.0,0.145,0.388,0,4.4,1
49.0,29967.0,0.108,0.148,1,1.8,1
19.0,69359.0,0.523,0.683,0,8.6,1
35.0,79271.0,0.563,0.461,0,13.3,0
30.0,88883.0,0.171,0.195,0,2.5,1
56.0,75605.0,0.4,0.278,0,5.0,1
24.0,50812.0,0.113,0.644,0,5.1,1
59.0,117711.0,0.245,0.734,1,1.4,0
